Rock Type,TiO2,Al2O3,FeO,MnO,CaO
PERIDOTITE,1.0,22.16,10.65,0.26,4.85
PERIDOTITE,0.93,22.18,9.14,0.33,4.89
PERIDOTITE,0.85,21.14,6.39,0.18,4.92
PERIDOTITE,0.93,21.72,9.55,0.29,4.74
PERIDOTITE,0.89,21.73,9.42,0.46,4.81
PERIDOTITE,0.72,21.82,8.08,0.2,4.96
PERIDOTITE,1.43,22.0,10.64,0.38,4.86
PERIDOTITE,1.04,22.1,11.57,0.3,5.02
PERIDOTITE,1.31,22.22,8.63,0.2,4.9
PERIDOTITE,0.04,20.33,7.28,0.38,2.56
PERIDOTITE,0.45,20.45,6.01,0.31,5.08
PERIDOTITE,0.74,20.79,7.13,0.23,5.15
PERIDOTITE,0.12,20.93,8.01,0.47,5.24
PERIDOTITE,0.2,21.12,7.05,0.37,4.53
PERIDOTITE,0.68,21.26,7.62,0.25,4.94
PERIDOTITE,0.76,21.69,7.92,0.3,4.89
PERIDOTITE,0.84,21.74,7.77,0.27,4.9
PERIDOTITE,1.04,22.23,9.31,0.3,4.84
PERIDOTITE,0.78,21.56,7.87,0.29,5.02
PERIDOTITE,0.67,21.89,7.35,0.21,4.93
PERIDOTITE,1.05,22.1,8.85,0.29,4.98
PERIDOTITE,0.96,22.17,9.65,0.32,4.84
PERIDOTITE,0.01,17.23,6.23,0.28,4.91
PERIDOTITE,0.26,19.46,6.65,0.34,5.07
PERIDOTITE,0.01,17.23,6.23,0.28,4.91
PERIDOTITE,0.26,19.46,6.65,0.34,5.07
PERIDOTITE,0.73,20.79,6.63,0.18,5.25
PERIDOTITE,1.04,21.74,8.42,0.29,5.2
PERIDOTITE,0.72,21.76,7.89,0.2,4.97
PERIDOTITE,0.69,21.84,7.6,0.24,4.86
PERIDOTITE,0.71,21.86,7.68,0.27,5.02
PERIDOTITE,0.91,21.87,8.62,0.31,5.1
PERIDOTITE,0.76,21.96,8.18,0.3,4.77
PERIDOTITE,1.08,21.98,10.0,0.36,5.1
PERIDOTITE,1.04,22.08,10.02,0.27,4.98
PERIDOTITE,1.11,22.1,9.81,0.25,4.93
PERIDOTITE,0.8,22.11,8.38,0.21,5.03
PERIDOTITE,0.89,22.17,8.18,0.26,4.85
PERIDOTITE,0.89,22.23,8.58,0.32,4.93
PERIDOTITE,0.86,22.25,8.76,0.31,4.81
PERIDOTITE,0.7,22.26,7.81,0.28,4.78
PERIDOTITE,1.03,22.32,9.24,0.36,5.04
PERIDOTITE,0.94,22.42,10.73,0.33,4.8
PERIDOTITE,0.83,22.49,8.85,0.29,4.89
PERIDOTITE,0.34,21.27,7.24,0.38,4.33
PERIDOTITE,0.34,21.27,7.24,0.38,4.33
PERIDOTITE,0.07,17.11,5.88,0.3,4.89
PERIDOTITE,0.07,17.11,5.88,0.3,4.89
PERIDOTITE,0.71,22.08,7.12,0.21,4.92
PERIDOTITE,0.93,20.91,7.05,0.29,5.38
PERIDOTITE,0.15,19.18,6.04,0.27,3.08
PERIDOTITE,0.66,21.31,7.14,0.25,5.24
PERIDOTITE,0.61,21.54,7.29,0.26,4.89
PERIDOTITE,0.83,22.07,8.0,0.26,4.84
PERIDOTITE,0.53,22.22,6.84,0.2,4.88
PERIDOTITE,0.54,21.19,6.97,0.25,4.86
PERIDOTITE,0.85,22.12,8.46,0.28,4.85
PERIDOTITE,0.84,22.34,8.77,0.28,4.93
PERIDOTITE,0.04,21.41,7.8,0.4,5.6
PERIDOTITE,0.24,23.03,9.28,0.45,4.35
PERIDOTITE,0.02,18.35,5.78,0.26,4.92
PERIDOTITE,0.02,18.35,5.78,0.26,4.92
PERIDOTITE,0.58,21.65,7.02,0.3,5.1
PERIDOTITE,0.67,22.04,7.4,0.26,4.89
PERIDOTITE,0.15,22.24,8.49,0.38,4.81
PERIDOTITE,0.68,21.98,7.81,0.31,4.98
PERIDOTITE,0.12,19.01,6.28,0.26,5.89
PERIDOTITE,0.57,20.66,6.32,0.21,5.15
PERIDOTITE,0.67,21.25,7.38,0.23,4.99
PERIDOTITE,0.67,21.28,7.01,0.26,5.01
PERIDOTITE,0.14,21.41,7.77,0.45,4.75
PERIDOTITE,0.77,21.93,7.75,0.31,4.92
PERIDOTITE,0.11,22.13,8.6,0.45,4.85
PERIDOTITE,0.07,21.06,8.33,0.46,5.14
PERIDOTITE,0.07,21.06,8.33,0.46,5.14
PERIDOTITE,0.98,20.22,7.25,0.23,5.68
PERIDOTITE,0.94,21.41,7.15,0.26,5.15
PERIDOTITE,0.29,18.49,6.56,0.36,5.58
PERIDOTITE,0.09,20.09,6.22,0.37,5.32
PERIDOTITE,0.04,17.38,5.68,0.24,4.29
PERIDOTITE,0.34,18.47,5.89,0.29,5.75
PERIDOTITE,0.69,22.07,7.53,0.23,4.78
PERIDOTITE,1.15,22.17,10.27,0.29,5.12
PERIDOTITE,0.8,22.72,9.01,0.3,4.85
PERIDOTITE,0.68,21.76,7.27,0.2,4.92
PERIDOTITE,0.87,22.36,7.89,0.24,4.99
PERIDOTITE,0.08,17.04,5.94,0.28,6.21
PERIDOTITE,0.64,16.97,6.71,0.31,6.0
PERIDOTITE,0.19,18.71,6.93,0.38,5.43
PERIDOTITE,0.08,20.87,7.33,0.43,5.27
PERIDOTITE,0.36,21.58,6.98,0.35,4.37
PERIDOTITE,0.19,18.71,6.93,0.38,5.43
PERIDOTITE,0.16,18.91,6.89,0.4,5.46
PERIDOTITE,0.08,20.77,7.41,0.43,5.31
PERIDOTITE,0.08,20.87,7.33,0.43,5.27
PERIDOTITE,0.38,21.36,7.0,0.35,4.4
PERIDOTITE,0.36,21.58,6.98,0.35,4.37
PERIDOTITE,0.09,17.54,5.36,0.22,4.68
PERIDOTITE,0.95,22.1,8.18,0.25,5.12
PERIDOTITE,0.64,22.47,6.85,0.21,4.96
PERIDOTITE,0.05,20.33,7.3,0.5,3.98
PERIDOTITE,0.67,22.28,7.49,0.25,4.84
PERIDOTITE,0.05,22.4,8.61,0.45,5.63
PERIDOTITE,0.3,20.68,6.5,0.34,4.96
PERIDOTITE,0.02,21.44,7.26,0.44,5.4
PERIDOTITE,0.3,20.68,6.5,0.34,4.96
PERIDOTITE,0.02,21.44,7.26,0.44,5.4
PERIDOTITE,0.26,19.68,6.22,0.24,5.42
PERIDOTITE,0.8,20.38,6.95,0.26,4.99
PERIDOTITE,0.75,21.25,7.09,0.26,5.12
PERIDOTITE,0.14,21.73,9.18,0.42,4.53
PERIDOTITE,1.14,21.74,9.25,0.31,5.28
PERIDOTITE,0.61,21.79,7.72,0.29,4.78
PERIDOTITE,1.0,21.82,9.7,0.31,4.91
PERIDOTITE,0.78,21.85,7.91,0.25,4.79
PERIDOTITE,0.93,21.85,8.07,0.29,4.98
PERIDOTITE,0.1,21.86,7.26,0.31,4.75
PERIDOTITE,0.98,21.9,9.03,0.21,5.02
PERIDOTITE,1.18,21.94,11.46,0.3,5.15
PERIDOTITE,1.05,22.02,9.57,0.31,4.97
PERIDOTITE,0.15,22.13,12.17,0.41,4.74
PERIDOTITE,0.92,22.18,9.38,0.29,4.87
PERIDOTITE,0.68,22.19,8.07,0.26,4.85
PERIDOTITE,0.88,22.3,11.24,0.36,4.75
PERIDOTITE,0.13,21.28,6.82,0.34,4.86
PERIDOTITE,0.13,21.28,6.82,0.34,4.86
PERIDOTITE,0.15,20.77,7.62,0.36,5.14
PERIDOTITE,0.65,21.0,6.82,0.27,4.92
PERIDOTITE,0.81,21.77,7.54,0.24,4.71
PERIDOTITE,0.71,21.8,8.14,0.23,4.86
PERIDOTITE,0.57,21.82,7.61,0.23,4.73
PERIDOTITE,0.67,21.82,7.67,0.26,4.8
PERIDOTITE,0.8,21.87,7.77,0.23,4.92
PERIDOTITE,1.09,21.87,9.19,0.27,4.89
PERIDOTITE,0.93,21.88,8.74,0.29,4.85
PERIDOTITE,0.96,21.89,8.64,0.31,4.89
PERIDOTITE,1.04,21.91,9.06,0.27,4.98
PERIDOTITE,0.68,21.94,7.62,0.29,4.84
PERIDOTITE,0.91,22.17,9.29,0.31,4.84
PERIDOTITE,1.02,22.18,10.64,0.28,4.65
PERIDOTITE,0.96,21.6,6.94,0.23,4.69
PERIDOTITE,0.58,21.67,7.0,0.22,4.77
PERIDOTITE,0.65,21.71,7.25,0.25,4.93
PERIDOTITE,0.76,21.75,7.94,0.23,4.77
PERIDOTITE,1.14,21.88,11.18,0.42,4.84
PERIDOTITE,0.82,21.92,8.16,0.26,4.82
PERIDOTITE,0.91,21.97,8.2,0.25,4.75
PERIDOTITE,0.67,22.06,7.53,0.23,4.75
PERIDOTITE,0.74,22.2,8.01,0.32,4.75
PERIDOTITE,0.07,18.58,5.26,0.12,4.36
PERIDOTITE,0.85,18.78,6.62,0.24,5.69
PERIDOTITE,0.55,19.77,5.71,0.24,5.37
PERIDOTITE,0.67,21.19,7.4,0.18,4.9
PERIDOTITE,0.13,21.61,11.7,0.42,4.84
PERIDOTITE,0.73,21.65,7.36,0.26,4.85
PERIDOTITE,0.55,21.66,6.98,0.22,4.75
PERIDOTITE,0.99,21.86,8.48,0.27,4.98
PERIDOTITE,0.71,22.01,7.81,0.26,4.83
PERIDOTITE,0.98,22.05,9.05,0.31,4.88
PERIDOTITE,0.69,22.06,7.84,0.26,4.75
PERIDOTITE,0.92,22.06,9.03,0.22,4.9
PERIDOTITE,0.73,22.14,7.58,0.3,4.83
PERIDOTITE,0.93,22.33,8.82,0.26,4.87
PERIDOTITE,0.74,22.42,7.61,0.24,4.67
PERIDOTITE,0.98,21.51,7.77,0.24,4.64
PERIDOTITE,0.68,21.75,7.19,0.26,4.88
PERIDOTITE,0.74,21.92,7.82,0.24,4.75
PERIDOTITE,0.7,22.01,8.14,0.29,4.79
PERIDOTITE,0.95,22.29,7.66,0.27,4.88
PERIDOTITE,0.73,22.87,10.21,0.25,3.89
PERIDOTITE,0.1,19.34,6.74,0.39,4.93
PERIDOTITE,0.63,21.52,7.58,0.24,4.69
PERIDOTITE,0.99,21.87,9.25,0.21,4.78
PERIDOTITE,0.89,21.95,9.16,0.25,4.87
PERIDOTITE,0.75,21.96,7.81,0.29,4.82
PERIDOTITE,0.68,22.0,7.88,0.29,4.73
PERIDOTITE,0.73,22.03,7.51,0.22,4.86
PERIDOTITE,0.61,22.12,7.69,0.23,4.77
PERIDOTITE,0.82,22.41,10.68,0.35,4.55
PERIDOTITE,1.11,22.43,10.14,0.32,4.75
PERIDOTITE,0.96,22.48,9.62,0.3,4.66
PERIDOTITE,0.76,22.51,8.62,0.27,4.54
PERIDOTITE,0.04,22.58,8.58,0.39,4.59
PERIDOTITE,0.26,20.07,8.15,0.44,5.16
PERIDOTITE,0.15,20.32,7.54,0.43,5.37
PERIDOTITE,0.99,21.8,8.76,0.27,5.06
PERIDOTITE,0.13,20.04,7.69,0.41,5.97
PERIDOTITE,0.76,21.95,7.53,0.25,5.0
PERIDOTITE,0.23,20.63,6.9,0.34,4.3
PERIDOTITE,0.83,20.84,8.56,0.32,4.87
PERIDOTITE,1.03,22.3,10.16,0.32,4.92
PERIDOTITE,0.06,17.39,5.11,0.21,3.65
PERIDOTITE,0.56,20.57,6.04,0.24,4.88
PERIDOTITE,0.26,20.83,10.31,0.47,4.76
PERIDOTITE,0.07,22.55,7.99,0.43,4.57
PERIDOTITE,0.11,18.14,5.83,0.25,6.15
PERIDOTITE,0.1,17.86,6.67,0.36,4.97
PERIDOTITE,0.1,17.86,6.67,0.36,4.97
PERIDOTITE,0.04,21.26,7.03,0.48,4.2
PERIDOTITE,0.81,22.21,8.15,0.24,4.88
PERIDOTITE,0.67,22.23,7.77,0.26,4.78
PERIDOTITE,1.04,22.35,9.04,0.34,5.0
PERIDOTITE,0.82,22.48,8.01,0.29,4.78
PERIDOTITE,0.58,21.61,7.0,0.25,4.57
PERIDOTITE,0.39,22.12,6.4,0.31,4.52
PERIDOTITE,0.77,21.6,8.0,0.27,4.99
PERIDOTITE,0.83,20.61,5.92,0.2,4.83
PERIDOTITE,1.16,21.11,5.8,0.31,5.0
PERIDOTITE,0.83,21.35,7.84,0.22,4.66
PERIDOTITE,0.05,21.79,7.18,0.47,4.55
PERIDOTITE,0.08,17.92,6.67,0.34,5.38
PERIDOTITE,0.28,19.39,6.0,0.24,5.44
PERIDOTITE,0.71,21.28,7.42,0.32,5.06
PERIDOTITE,0.78,21.54,7.15,0.27,5.03
PERIDOTITE,0.12,22.54,9.43,0.46,4.58
PERIDOTITE,0.82,21.83,7.6,0.25,5.02
PERIDOTITE,0.92,22.0,8.46,0.26,4.97
PERIDOTITE,0.8,22.08,7.79,0.22,4.9
PERIDOTITE,0.82,22.18,7.98,0.24,4.98
PERIDOTITE,0.07,18.5,7.46,0.43,6.4
PERIDOTITE,0.4,19.09,6.05,0.27,5.27
PERIDOTITE,0.02,21.1,7.69,0.46,5.72
PERIDOTITE,0.17,21.5,9.81,0.4,5.34
PERIDOTITE,0.27,20.51,5.66,0.23,5.13
PERIDOTITE,0.01,20.96,7.19,0.43,5.53
PERIDOTITE,0.27,20.51,5.66,0.23,5.13
PERIDOTITE,0.01,20.96,7.19,0.43,5.53
PERIDOTITE,0.01,21.53,6.38,0.39,1.78
PERIDOTITE,0.89,22.11,8.32,0.28,5.03
PERIDOTITE,0.68,20.95,7.1,0.33,4.53
PERIDOTITE,0.85,21.86,8.31,0.28,5.01
PERIDOTITE,0.65,22.24,7.61,0.2,4.91
PERIDOTITE,0.73,22.85,10.93,0.33,4.75
PERIDOTITE,1.35,21.91,9.98,0.32,5.0
PERIDOTITE,0.07,21.72,7.55,0.46,5.1
PERIDOTITE,0.88,22.12,8.02,0.28,5.0
PERIDOTITE,0.88,22.23,8.6,0.29,4.94
PERIDOTITE,1.21,15.74,5.64,0.22,6.59
PERIDOTITE,0.27,19.56,5.59,0.21,5.46
PERIDOTITE,0.27,19.74,5.58,0.22,5.22
PERIDOTITE,0.25,20.35,7.12,0.38,5.07
PERIDOTITE,1.21,15.74,5.64,0.22,6.59
PERIDOTITE,0.27,19.56,5.59,0.21,5.46
PERIDOTITE,0.27,19.74,5.58,0.22,5.22
PERIDOTITE,0.25,20.35,7.12,0.38,5.07
PERIDOTITE,0.2,22.14,6.61,0.31,4.49
PERIDOTITE,1.07,22.28,8.58,0.31,4.92
PERIDOTITE,0.09,22.4,8.03,0.46,4.64
PERIDOTITE,0.1,17.09,5.88,0.24,6.24
PERIDOTITE,0.1,22.06,7.25,0.37,4.64
PERIDOTITE,0.1,22.06,7.25,0.37,4.64
PERIDOTITE,0.09,20.57,9.11,0.46,5.95
PERIDOTITE,0.81,21.3,7.39,0.28,4.79
PERIDOTITE,0.63,21.31,7.3,0.2,4.9
PERIDOTITE,0.14,21.64,6.51,0.32,4.95
PERIDOTITE,0.58,21.64,7.64,0.27,4.67
PERIDOTITE,0.61,21.67,7.7,0.26,4.7
PERIDOTITE,0.77,21.73,7.82,0.31,4.76
PERIDOTITE,0.58,21.74,8.02,0.27,4.63
PERIDOTITE,1.09,21.79,10.61,0.3,4.98
PERIDOTITE,0.68,21.86,7.27,0.28,4.95
PERIDOTITE,0.63,21.86,8.1,0.24,4.7
PERIDOTITE,1.03,21.89,9.81,0.3,4.89
PERIDOTITE,0.73,21.91,7.22,0.21,4.91
PERIDOTITE,1.04,22.0,8.99,0.26,4.98
PERIDOTITE,0.8,22.03,8.57,0.3,4.89
PERIDOTITE,0.81,22.23,9.7,0.3,4.74
PERIDOTITE,0.08,22.48,8.72,0.36,4.96
PERIDOTITE,0.97,22.5,8.11,0.23,4.93
PERIDOTITE,0.06,22.78,9.5,0.45,4.76
PERIDOTITE,0.16,22.85,9.33,0.38,5.66
PERIDOTITE,0.72,22.0,7.87,0.27,4.97
PERIDOTITE,1.21,20.12,8.36,0.31,5.19
PERIDOTITE,0.66,20.79,7.68,0.14,4.8
PERIDOTITE,0.5,20.87,6.29,0.25,4.88
PERIDOTITE,0.75,21.27,8.43,0.28,4.59
PERIDOTITE,0.61,21.65,7.72,0.24,4.72
PERIDOTITE,0.69,22.46,7.98,0.28,4.87
PERIDOTITE,0.07,20.13,5.5,0.24,2.16
PERIDOTITE,0.62,20.47,6.64,0.22,5.26
PERIDOTITE,0.76,21.9,7.59,0.25,4.83
PERIDOTITE,0.62,20.47,6.64,0.22,5.26
PERIDOTITE,0.76,21.9,7.59,0.25,4.83
PERIDOTITE,0.04,18.31,5.3,0.22,4.58
PERIDOTITE,0.04,21.47,7.2,0.44,5.35
PERIDOTITE,0.05,21.4,7.21,0.42,5.27
PERIDOTITE,0.03,21.5,7.0,0.42,5.25
PERIDOTITE,0.63,21.74,7.5,0.24,4.71
PERIDOTITE,0.45,22.13,7.13,0.24,4.7
PERIDOTITE,0.05,21.4,7.21,0.42,5.27
PERIDOTITE,0.03,21.5,7.0,0.42,5.25
PERIDOTITE,0.63,21.74,7.5,0.24,4.71
PERIDOTITE,0.45,22.13,7.13,0.24,4.7
PERIDOTITE,0.78,21.47,8.01,0.31,4.85
PERIDOTITE,0.07,20.65,7.35,0.43,5.44
PERIDOTITE,0.63,20.82,6.72,0.25,4.92
PERIDOTITE,0.68,20.95,6.83,0.25,4.85
PERIDOTITE,0.19,22.08,8.41,0.43,5.05
PERIDOTITE,0.13,22.16,8.09,0.42,4.75
PERIDOTITE,0.17,22.45,9.15,0.44,4.65
PERIDOTITE,0.17,17.47,5.26,0.21,5.1
PERIDOTITE,0.69,19.16,6.82,0.28,5.31
PERIDOTITE,0.13,22.29,7.05,0.35,4.53
PERIDOTITE,0.07,21.09,7.31,0.45,5.26
PERIDOTITE,0.02,21.18,6.99,0.47,5.04
PERIDOTITE,0.06,21.54,7.33,0.45,5.34
PERIDOTITE,0.04,20.52,7.48,0.43,5.74
PERIDOTITE,0.08,21.26,7.71,0.43,5.37
PERIDOTITE,0.85,22.55,8.14,0.22,4.88
PERIDOTITE,1.11,22.58,11.2,0.35,5.16
PERIDOTITE,0.04,21.62,7.3,0.4,4.85
PERIDOTITE,1.45,12.68,5.88,0.25,7.73
PERIDOTITE,0.19,19.75,6.76,0.36,5.23
PERIDOTITE,0.35,20.09,6.18,0.29,5.07
PERIDOTITE,1.45,12.68,5.88,0.25,7.73
PERIDOTITE,0.68,19.56,6.37,0.23,5.18
PERIDOTITE,0.19,19.75,6.76,0.36,5.23
PERIDOTITE,0.35,20.09,6.18,0.29,5.07
PERIDOTITE,0.05,21.46,7.68,0.44,5.1
PERIDOTITE,0.1,21.09,8.27,0.41,5.07
PERIDOTITE,0.72,21.37,7.8,0.24,4.9
PERIDOTITE,0.1,21.09,8.27,0.41,5.07
PERIDOTITE,0.72,21.37,7.8,0.24,4.9
PERIDOTITE,0.1,21.95,7.49,0.4,5.05
PERIDOTITE,0.75,22.57,7.8,0.19,4.86
PERIDOTITE,0.08,17.14,5.96,0.24,6.18
PERIDOTITE,0.22,20.28,6.99,0.4,4.67
PERIDOTITE,0.03,20.51,7.49,0.47,5.68
PERIDOTITE,0.79,21.01,7.82,0.28,4.89
PERIDOTITE,0.22,20.28,6.99,0.4,4.67
PERIDOTITE,0.03,20.51,7.49,0.47,5.68
PERIDOTITE,0.79,21.01,7.82,0.28,4.89
PERIDOTITE,0.59,20.6,6.74,0.24,5.09
PERIDOTITE,0.78,22.1,7.62,0.26,4.83
PERIDOTITE,0.59,20.6,6.74,0.24,5.09
PERIDOTITE,0.78,22.1,7.62,0.26,4.83
PERIDOTITE,0.79,22.12,7.72,0.24,4.99
PERIDOTITE,0.1,18.03,6.28,0.26,4.54
PERIDOTITE,0.13,19.26,5.56,0.24,4.83
PERIDOTITE,0.19,19.37,6.41,0.34,5.85
PERIDOTITE,0.38,20.1,6.32,0.19,5.49
PERIDOTITE,1.09,21.72,8.21,0.23,5.07
PERIDOTITE,0.67,21.74,6.99,0.31,4.98
PERIDOTITE,0.47,22.15,7.23,0.21,5.01
PERIDOTITE,0.89,22.23,8.4,0.24,4.9
PERIDOTITE,0.69,22.25,7.63,0.24,4.76
PERIDOTITE,0.94,22.29,8.89,0.25,4.88
PERIDOTITE,0.89,22.33,9.45,0.27,4.88
PERIDOTITE,1.12,22.47,10.62,0.29,4.73
PERIDOTITE,1.11,22.55,10.76,0.37,4.96
PERIDOTITE,0.32,21.72,6.34,0.27,4.09
PERIDOTITE,0.59,21.95,6.78,0.19,4.66
PERIDOTITE,0.94,22.65,10.91,0.3,4.9
PERIDOTITE,0.79,22.69,9.3,0.28,4.76
PERIDOTITE,0.28,19.08,6.33,0.33,5.42
PERIDOTITE,0.41,19.88,6.03,0.24,5.74
PERIDOTITE,0.3,21.77,6.31,0.21,5.05
PERIDOTITE,0.29,22.04,6.3,0.3,4.75
PERIDOTITE,0.96,22.25,10.5,0.32,4.82
PERIDOTITE,1.0,22.26,9.19,0.33,4.94
PERIDOTITE,0.92,22.31,8.9,0.24,5.0
PERIDOTITE,0.97,22.33,8.57,0.27,4.8
PERIDOTITE,0.96,22.34,8.53,0.28,4.84
PERIDOTITE,0.82,22.55,9.17,0.24,4.8
PERIDOTITE,0.89,22.6,9.12,0.23,4.83
PERIDOTITE,0.98,22.66,9.08,0.29,4.87
PERIDOTITE,0.85,22.79,9.08,0.23,4.86
PERIDOTITE,0.72,23.36,8.42,0.29,4.74
PERIDOTITE,1.03,22.41,9.0,0.26,5.07
PERIDOTITE,0.91,22.61,9.62,0.25,4.85
PERIDOTITE,0.27,20.56,6.65,0.23,5.09
PERIDOTITE,0.48,21.46,6.93,0.29,4.96
PERIDOTITE,0.49,20.48,6.15,0.27,5.05
PERIDOTITE,0.72,21.8,7.63,0.26,4.91
PERIDOTITE,0.49,20.48,6.15,0.27,5.05
PERIDOTITE,0.72,21.8,7.63,0.26,4.91
PERIDOTITE,1.06,22.32,8.87,0.29,4.99
PERIDOTITE,1.21,22.49,8.45,0.28,5.29
PERIDOTITE,0.71,22.76,8.84,0.28,4.74
PERIDOTITE,0.07,21.21,7.47,0.46,5.32
PERIDOTITE,0.09,21.47,7.76,0.43,5.26
PERIDOTITE,0.84,21.82,7.5,0.3,5.08
PERIDOTITE,0.05,21.22,7.58,0.4,5.48
PERIDOTITE,0.82,21.34,7.65,0.21,5.2
PERIDOTITE,0.74,22.16,7.58,0.23,4.9
PERIDOTITE,0.62,22.81,11.95,0.45,4.02
PERIDOTITE,0.73,23.02,11.1,0.41,4.69
PERIDOTITE,0.04,18.97,6.57,0.39,5.1
PERIDOTITE,0.71,21.93,7.45,0.32,5.08
PERIDOTITE,0.82,22.92,10.82,0.43,4.88
PERIDOTITE,0.1,18.11,6.46,0.3,6.01
PERIDOTITE,0.05,21.33,7.53,0.38,5.46
PERIDOTITE,0.04,21.5,7.5,0.5,5.43
PERIDOTITE,0.09,22.32,6.99,0.29,4.51
PERIDOTITE,0.46,18.79,5.36,0.21,4.58
PERIDOTITE,0.83,21.91,7.79,0.25,5.01
PERIDOTITE,0.71,20.14,6.07,0.29,5.57
PERIDOTITE,0.82,21.31,7.77,0.27,5.29
PERIDOTITE,0.03,22.0,7.47,0.39,5.47
PERIDOTITE,0.05,21.51,7.83,0.52,4.96
PERIDOTITE,0.55,21.72,7.7,0.22,4.86
PERIDOTITE,0.11,21.83,8.6,0.39,4.82
PERIDOTITE,0.12,19.76,7.55,0.44,5.6
PERIDOTITE,0.14,20.08,7.51,0.41,5.33
PERIDOTITE,0.23,20.25,8.24,0.49,5.44
PERIDOTITE,0.11,20.26,6.94,0.41,5.57
PERIDOTITE,0.05,20.54,7.55,0.39,5.29
PERIDOTITE,0.18,20.88,7.56,0.33,4.91
PERIDOTITE,0.1,21.65,7.62,0.37,5.1
PERIDOTITE,1.04,22.25,10.47,0.34,4.63
PERIDOTITE,0.18,21.66,10.04,0.39,4.49
PERIDOTITE,0.58,21.82,6.71,0.18,5.15
PERIDOTITE,0.1,20.05,7.23,0.37,5.61
PERIDOTITE,0.28,20.42,7.74,0.38,5.13
PERIDOTITE,0.11,20.99,7.25,0.42,5.57
PERIDOTITE,0.2,21.13,7.59,0.4,4.89
PERIDOTITE,0.74,21.53,7.62,0.24,5.0
PERIDOTITE,0.03,21.81,7.04,0.33,5.33
PERIDOTITE,1.28,21.96,10.93,0.29,5.02
PERIDOTITE,0.78,22.06,8.66,0.22,4.81
PERIDOTITE,0.58,23.19,8.39,0.33,4.37
PERIDOTITE,2.44,20.66,9.0,0.25,6.06
PERIDOTITE,0.38,19.61,6.59,0.31,5.45
PERIDOTITE,0.24,20.04,7.34,0.31,4.85
PERIDOTITE,0.04,21.55,7.45,0.42,5.31
PERIDOTITE,0.05,21.59,7.48,0.38,5.39
PERIDOTITE,0.06,21.9,7.35,0.45,5.29
PERIDOTITE,0.07,19.68,5.51,0.22,5.95
PERIDOTITE,0.05,21.7,7.64,0.36,5.34
PERIDOTITE,0.41,21.59,6.96,0.28,4.65
PERIDOTITE,0.09,22.33,7.83,0.46,4.88
PERIDOTITE,0.84,22.57,7.75,0.25,4.8
PERIDOTITE,0.8,22.95,8.56,0.28,4.69
PERIDOTITE,0.08,17.21,5.83,0.27,6.14
PERIDOTITE,0.71,22.29,7.74,0.23,4.93
PERIDOTITE,0.08,21.7,7.25,0.46,5.41
PERIDOTITE,0.84,21.74,7.97,0.3,5.12
PERIDOTITE,1.13,22.11,8.69,0.31,5.19
PERIDOTITE,0.77,22.47,7.89,0.21,4.88
PERIDOTITE,0.77,22.48,7.89,0.29,4.97
PERIDOTITE,0.79,22.57,7.82,0.26,4.77
PERIDOTITE,1.56,22.15,9.89,0.32,5.66
PERIDOTITE,0.85,22.16,11.08,0.43,4.8
PERIDOTITE,0.39,19.69,21.56,0.22,5.12
PERIDOTITE,0.09,16.82,5.88,0.28,6.31
PERIDOTITE,0.01,21.59,7.97,0.49,5.31
PERIDOTITE,0.09,16.86,5.93,0.24,6.33
PERIDOTITE,0.09,17.19,5.96,0.28,6.2
PERIDOTITE,0.71,22.47,7.69,0.27,4.97
PERIDOTITE,0.08,17.21,5.89,0.26,6.21
PERIDOTITE,1.0,21.05,8.19,0.26,4.85
PERIDOTITE,1.18,21.09,10.33,0.32,4.93
PERIDOTITE,1.04,21.15,8.81,0.3,4.92
PERIDOTITE,1.1,21.18,7.63,0.28,5.06
PERIDOTITE,1.08,21.18,9.67,0.32,4.89
PERIDOTITE,0.98,21.31,8.14,0.29,5.06
PERIDOTITE,0.85,21.31,8.28,0.3,4.63
PERIDOTITE,1.0,21.05,8.19,0.26,4.85
PERIDOTITE,1.18,21.09,10.33,0.32,4.93
PERIDOTITE,1.04,21.15,8.81,0.3,4.92
PERIDOTITE,1.1,21.18,7.63,0.28,5.06
PERIDOTITE,1.08,21.18,9.67,0.32,4.89
PERIDOTITE,0.98,21.31,8.14,0.29,5.06
PERIDOTITE,0.85,21.31,8.28,0.3,4.63
PERIDOTITE,0.11,19.7,5.33,0.24,5.25
PERIDOTITE,0.11,19.7,5.33,0.24,5.25
PERIDOTITE,0.59,20.49,6.6,0.24,4.92
PERIDOTITE,0.96,21.1,7.38,0.27,4.88
PERIDOTITE,0.63,21.24,7.15,0.26,4.85
PERIDOTITE,0.9,21.25,8.12,0.28,4.95
PERIDOTITE,0.65,21.27,7.28,0.22,4.88
PERIDOTITE,0.68,21.28,7.69,0.25,4.83
PERIDOTITE,0.72,21.3,7.42,0.28,4.87
PERIDOTITE,0.93,21.35,8.61,0.29,4.77
PERIDOTITE,0.96,21.36,8.37,0.28,4.94
PERIDOTITE,0.63,21.38,7.45,0.26,4.77
PERIDOTITE,0.94,21.4,8.21,0.26,4.96
PERIDOTITE,0.87,21.41,8.69,0.29,4.88
PERIDOTITE,0.87,21.41,8.78,0.3,4.9
PERIDOTITE,0.71,21.42,7.57,0.24,4.89
PERIDOTITE,0.87,21.42,8.74,0.28,4.87
