Rock Type,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,CaO
"PERIDOTITE",0.11,0.17,14.35,,16.21,0.3,
"PERIDOTITE",0.12,0.32,14.73,,15.54,0.29,0.01
"PERIDOTITE",41.87,0.06,19.95,,6.15,0.32,5.92
"PERIDOTITE",54.75,0.02,2.95,,2.32,0.09,18.86
"PERIDOTITE",41.84,0.06,20.36,,5.88,0.31,5.62
"PERIDOTITE",54.81,0.04,3,,2.27,0.1,18.38
"PERIDOTITE",41.5,0.01,0.02,,6.94,0.2,0.03
"PERIDOTITE",57.64,0.03,1.92,,4.25,0.17,0.5
"PERIDOTITE",57.61,0.02,1.94,,4.37,0.16,0.51
"PERIDOTITE",57.2,0.02,1.99,,4.17,0.22,0.51
"PERIDOTITE",0.1,0.18,15.98,,14.41,0.17,
"PERIDOTITE",0.1,0.18,16.27,,15.02,0.23,0.01
"PERIDOTITE",0.1,0.18,16.49,,14.87,0.08,
"PERIDOTITE",42.35,0.05,20.63,,5.6,0.21,3.83
"PERIDOTITE",42.18,0.04,20.65,,5.56,0.08,3.92
"PERIDOTITE",42.41,0.04,20.83,,5.87,0.08,3.78
"PERIDOTITE",41.18,0.01,0.02,,7.48,0.19,0.05
"PERIDOTITE",0.14,0.51,18.25,,15.01,0.08,0.03
"PERIDOTITE",41.74,0.15,19.97,,6.02,0.13,4.77
"PERIDOTITE",57.22,0.07,2.09,,3.85,0.21,0.9
"PERIDOTITE",57.22,0.07,2.2,,4.3,0.07,0.89
"PERIDOTITE",57.52,0.07,2.23,,3.71,0.08,0.88
"PERIDOTITE",54.85,0.12,2.66,,3.11,0.23,15.73
"PERIDOTITE",55.04,0.13,4.56,,2.5,0.21,15.69
"PERIDOTITE",54.83,0.15,4.59,,2.58,0.21,15.57
"PERIDOTITE",54.75,0.11,4.82,,2.41,0.17,15.87
"PERIDOTITE",54.86,0.16,4.88,,2.75,0.17,15.68
"PERIDOTITE",41.14,0.01,0.02,,8.06,0.09,0.05
"PERIDOTITE",41.06,0.02,0.03,,8.06,0.09,0.05
"PERIDOTITE",41.07,0.01,0.04,,8.18,0.11,0.05
"PERIDOTITE",0.11,0.76,17.28,,17.03,0.25,
"PERIDOTITE",0.11,0.75,17.6,,15.85,0.25,0.02
"PERIDOTITE",57.19,0.08,2.34,,5.01,0.12,0.8
"PERIDOTITE",56.69,0.09,2.43,,5.08,0.12,0.77
"PERIDOTITE",54.38,0.09,2.59,,2.75,0.09,15.31
"PERIDOTITE",54.56,0.23,5.6,,2.91,0.13,13.22
"PERIDOTITE",41.13,0.01,0.03,,8.74,0.11,0.04
"PERIDOTITE",58.59,0.03,0.85,,5.03,0.13,0.27
"PERIDOTITE",55.05,0.09,1.64,,2.07,0.06,21.62
"PERIDOTITE",55.42,0.09,1.68,,2.09,0.06,21.82
"PERIDOTITE",0.01,0.6,13.79,,17.69,0.31,
"PERIDOTITE",0.03,0.66,14.46,,17.62,0.31,
"PERIDOTITE",0.02,0.52,14.52,,16.92,0.32,0.01
"PERIDOTITE",41.49,0.02,0.01,,7.99,0.09,0.04
"PERIDOTITE",41.05,0.03,0.02,,7.85,0.11,0.04
"PERIDOTITE",58.37,0.01,0.98,,4.89,0.12,0.46
"PERIDOTITE",0.09,0.38,12.74,,17.93,0.29,0.01
"PERIDOTITE",0.06,0.37,15.34,,17.04,0.28,0.01
"PERIDOTITE",0.08,0.15,16.98,,18.12,0.34,0.07
"PERIDOTITE",41.53,0.01,20.81,,7.56,0.49,5.6
"PERIDOTITE",41.78,0.02,21.41,,7.26,0.46,5.24
"PERIDOTITE",54.76,0.05,4.33,,2.75,0.1,17.45
"PERIDOTITE",54.92,0.05,4.4,,2.78,0.11,17.53
"PERIDOTITE",41.18,0.02,0.01,,6.77,0.11,0.05
"PERIDOTITE",40.95,0.01,0.01,,6.88,0.07,0.05
"PERIDOTITE",57.84,0.08,1.67,,4.12,0.1,0.84
"PERIDOTITE",0.11,0.76,14.73,,15.75,0.28,0.01
"PERIDOTITE",41.35,0.2,19.91,,5.97,0.27,6.04
"PERIDOTITE",54.88,0.13,2.24,,2.14,0.09,19.91
"PERIDOTITE",54.76,0.11,2.26,,2.08,0.08,19.73
"PERIDOTITE",40.95,0.02,0.02,,8.99,0.11,0.06
"PERIDOTITE",57.57,0.06,1.89,,5.35,0.11,0.89
"PERIDOTITE",57.73,0.06,2.01,,5.6,0.13,0.91
"PERIDOTITE",41.58,0.11,21.35,,7.67,0.4,5.02
"PERIDOTITE",55.15,0.14,3.39,,3.05,0.11,17.43
"PERIDOTITE",54.82,0.15,3.94,,3.14,0.1,16.91
"PERIDOTITE",41.26,0.01,0.03,,6.66,0.16,0.04
"PERIDOTITE",57.38,0.03,1.87,,4.17,0.22,0.58
"PERIDOTITE",57.41,0.04,1.9,,4.16,0.14,0.76
"PERIDOTITE",57.34,0.04,1.95,,3.74,0.18,0.79
"PERIDOTITE",0.1,0.45,15.37,,13.92,0.13,0.02
"PERIDOTITE",42.23,0.08,20.64,,5.79,0.17,3.47
"PERIDOTITE",54.1,0.09,3.53,,2.48,0.08,16.74
"PERIDOTITE",54.71,0.1,3.68,,2.63,0.09,17.3
"PERIDOTITE",55.01,0.09,3.94,,2.45,0.08,16.81
"PYROXENITE",40.86,0,0.01,,8.14,0.11,0.06
"PYROXENITE",41.05,0.01,0.01,,8.42,0.12,0.05
"PYROXENITE",57.96,0.07,1.26,,4.76,0.11,0.59
"PYROXENITE",0.08,0.94,13.9,,18.36,0.28,0.03
"PYROXENITE",54.31,0.14,2.5,,2.69,0.09,18.21
"PYROXENITE",54.72,0.16,2.6,,2.59,0.08,18.47
"PYROXENITE",41.3,0.12,20.35,,7.78,0.44,5.62
"PYROXENITE",54.53,0.18,3.09,,2.67,0.09,18
"PERIDOTITE",40.78,0.01,0.01,,10.04,0.1,0.05
"PERIDOTITE",40.88,0.03,0.01,,10.06,0.11,0.05
"PERIDOTITE",41.06,0.03,0.02,,9.47,0.09,0.03
"PERIDOTITE",40.68,0.02,0.02,,9.75,0.1,0.05
"PERIDOTITE",57.26,0.11,1.09,,6.15,0.09,0.55
"PERIDOTITE",0.06,1.93,12.98,,22.98,0.29,0.01
"PERIDOTITE",54.59,0.24,2.54,,3.03,0.09,19.31
"PERIDOTITE",54.8,0.26,2.83,,3.3,0.09,19.17
"PERIDOTITE",54.63,0.27,2.97,,3.04,0.09,18.96
"PERIDOTITE",41.42,0.21,21.18,,8.65,0.38,5.59
"PERIDOTITE",54.73,0.26,3.05,,3.15,0.09,18.96
"PERIDOTITE",41.11,,0.03,,7.44,0.08,0.05
"PERIDOTITE",57.63,0.04,1.99,,4.55,0.11,0.74
"PERIDOTITE",0.1,0.37,18.52,,15.42,0.24,0
"PERIDOTITE",57.45,0.05,2.06,,4.57,0.12,0.75
"PERIDOTITE",57.43,0.02,2.09,,4.52,0.11,0.74
"PERIDOTITE",41.66,0.09,20.52,,6.32,0.29,5.08
"PERIDOTITE",54.69,0.09,4.63,,2.42,0.09,16.35
"PERIDOTITE",54.85,0.13,4.87,,2.64,0.08,15.88
"PERIDOTITE",54.98,0.11,4.89,,2.66,0.09,15.84
"PERIDOTITE",55.1,0.11,4.96,,2.64,0.09,15.72
"PERIDOTITE",40.86,0.02,0.02,,9.96,0.11,0.06
"PERIDOTITE",40.85,0.02,0.03,,9.09,0.11,0.07
"PERIDOTITE",57.61,0.11,1.9,,5.91,0.12,0.9
"PERIDOTITE",57.54,0.12,1.92,,5.79,0.13,0.96
"PERIDOTITE",41.88,0.28,21.81,,7.61,0.29,4.76
"PERIDOTITE",41.87,0.29,22.54,,7.91,0.31,4.66
"PERIDOTITE",54.58,0.19,3.43,,3.15,0.1,17.9
"PERIDOTITE",54.69,0.2,3.51,,3.42,0.11,17.71
"PERIDOTITE",54.4,0.2,3.9,,3.23,0.13,17.38
"PERIDOTITE",41.27,0.01,,,7.43,0.13,0.04
"PERIDOTITE",41.33,0.01,0.03,,7.96,0.12,0.05
"PERIDOTITE",0.12,0.19,16.06,,15.83,0.37,0.02
"PERIDOTITE",0.12,0.38,16.75,,16.58,0.28,
"PERIDOTITE",0.12,0.15,17.18,,16.63,0.29,0.02
"PERIDOTITE",57.9,0.05,2.3,,4.55,0.11,0.77
"PERIDOTITE",41.69,0.08,20.15,,6.44,0.35,5.13
"PERIDOTITE",41.9,0.04,20.63,,6.37,0.31,4.91
"PERIDOTITE",55.32,0.06,5.19,,2.86,0.13,14
"PERIDOTITE",54.82,0.07,5.29,,2.65,0.12,13.84
"PERIDOTITE",54.96,0.11,5.34,,2.7,0.1,13.47
"PERIDOTITE",55.23,0.11,5.51,,2.88,0.11,13.65
"PERIDOTITE",40.93,,0.01,,8.34,0.13,0.04
"PERIDOTITE",57.67,0.1,1.9,,4.75,0.12,0.69
"PERIDOTITE",57.71,0.09,1.99,,5.09,0.12,0.73
"PERIDOTITE",0.07,1.12,14.17,,19.28,0.29,0.01
"PERIDOTITE",0.09,1.05,15.3,,18.1,0.3,0.01
"PERIDOTITE",57.65,0.1,2.02,,5.15,0.11,0.71
"PERIDOTITE",41.6,0.21,21.29,,6.75,0.36,5.1
"PERIDOTITE",54.59,0.25,4.26,,2.52,0.09,16.4
"PERIDOTITE",54.55,0.26,4.43,,2.71,0.08,16.16
"PERIDOTITE",54.71,0.24,4.46,,2.6,0.09,16.04
"PERIDOTITE",40.81,0.03,0.01,,9.79,0.1,0.05
"PERIDOTITE",54.81,0.2,1.21,,2.65,0.09,20.59
"PERIDOTITE",57.62,0.13,1.26,,5.91,0.11,0.57
"PERIDOTITE",57.8,0.15,1.46,,6.05,0.12,0.66
"PERIDOTITE",0.11,2.1,14,,22.61,0.28,0.03
"PERIDOTITE",54.72,0.25,2.6,,2.81,0.08,19.15
"PERIDOTITE",41.64,0.24,21.81,,8.1,0.32,5.18
"PERIDOTITE",41.41,0.02,,,6.97,0.1,0.05
"PERIDOTITE",41.36,0.01,0.01,,6.98,0.11,0.05
"PERIDOTITE",58.16,0.01,1.64,,4.33,0.11,0.79
"PERIDOTITE",57.83,0.02,1.74,,4.28,0.12,0.82
"PERIDOTITE",0.11,0.14,14.93,,15.31,0.3,
"PERIDOTITE",55.12,0.03,2.78,,2.34,0.09,18.65
"PERIDOTITE",41.7,0.06,20.4,,5.78,0.31,6.13
"PERIDOTITE",40.87,0.01,0.02,,8.27,0.14,0.05
"PERIDOTITE",0.11,0.47,18.2,,17.11,0.29,0.03
"PERIDOTITE",57.37,0.06,2.18,,5.25,0.13,0.72
"PERIDOTITE",54.81,0.1,2.94,,3.37,0.12,17
"PERIDOTITE",41.97,0.12,21.21,,7.36,0.36,3.93
"PERIDOTITE",55.21,0.13,5.61,,3.11,0.11,14.74
"PERIDOTITE",55.62,0.13,5.82,,3.15,0.11,14.92
"PERIDOTITE",40.81,0.02,,,8.82,0.12,0.03
"PERIDOTITE",0.08,0.53,16.06,,18.88,0.27,0.01
"PERIDOTITE",0.14,0.5,16.15,,18.67,0.32,0.14
"PERIDOTITE",54.86,0.17,5.61,,3.04,0.12,13.7
"PERIDOTITE",55.17,0.16,5.87,,3.11,0.12,14.06
"PERIDOTITE",41.27,0.02,0.02,,6.82,0.1,0.05
"PERIDOTITE",41.27,0.03,0.03,,6.76,0.11,0.04
"PERIDOTITE",54.55,0.09,1.9,,2.6,0.1,17.62
"PERIDOTITE",0.12,0.39,16.37,,15.01,0.27,0.01
"PERIDOTITE",0.12,0.41,16.72,,13.69,0.26,0.05
"PERIDOTITE",57.75,0.06,2.22,,4.27,0.11,0.7
"PERIDOTITE",57.83,0.04,2.27,,4.42,0.12,0.72
"PERIDOTITE",57.51,0.05,2.31,,4.19,0.11,0.67
"PERIDOTITE",53.73,0.08,2.65,,2.29,0.09,18.1
"PERIDOTITE",41.32,0.02,0.02,,7,0.1,0.05
"PERIDOTITE",41.31,0.01,0.02,,7.04,0.09,0.04
"PERIDOTITE",57.94,0.02,1.65,,4.29,0.1,0.83
"PERIDOTITE",58.06,0.01,1.65,,4.3,0.1,0.81
"PERIDOTITE",57.72,0.02,1.82,,4.32,0.11,0.82
"PERIDOTITE",57.51,0.02,1.9,,4.19,0.11,0.82
"PERIDOTITE",0.13,0.14,13.89,,15.34,0.29,0.01
"PERIDOTITE",0.15,0.12,16.36,,15.28,0.37,0.03
"PERIDOTITE",41.72,0.04,20.12,,5.88,0.31,6.24
"PERIDOTITE",54.89,0.02,3.16,,2.37,0.07,17.89
"PERIDOTITE",54.87,0.03,3.2,,2.33,0.09,17.97
"PERIDOTITE",54.96,0.03,3.21,,2.32,0.07,18.08
"PERIDOTITE",41.47,0.01,0.03,,7.6,0.1,0.04
"PERIDOTITE",41.39,0.01,0.05,,7.29,0.11,0.05
"PERIDOTITE",57.57,0.07,1.71,,4.87,0.12,0.66
"PERIDOTITE",57.3,0.05,1.99,,4.55,0.11,0.72
"PERIDOTITE",0.09,0.56,16.17,,16.84,0.28,
"PERIDOTITE",0.09,0.52,16.85,,15.58,0.26,
"PERIDOTITE",0.09,0.53,16.86,,16.82,0.28,
"PERIDOTITE",0.12,0.52,17.65,,15.09,0.3,
"PERIDOTITE",57.34,0.05,2.13,,4.36,0.12,0.67
"PERIDOTITE",41.92,0.13,20.86,,6.7,0.38,5.67
"PERIDOTITE",55.06,0.18,5.19,,2.51,0.11,14.72
"PERIDOTITE",55.01,0.16,5.29,,2.59,0.09,14.84
"PERIDOTITE",54.91,0.16,5.29,,2.69,0.08,14.84
"PERIDOTITE",40.92,0.04,0.03,,8.62,0.12,0.14
"PERIDOTITE",40.97,0.02,0.15,,8.88,0.12,0.1
"PERIDOTITE",57.18,0.11,1.91,,5.57,0.12,0.98
"PERIDOTITE",56.68,0.11,1.92,,4.28,0.13,0.98
"PERIDOTITE",42,0.28,21.57,,6.95,0.29,5.02
"PERIDOTITE",54.81,0.21,3.43,,3.2,0.09,17.81
"PERIDOTITE",54.77,0.23,3.45,,3.11,0.09,17.72
"PERIDOTITE",41.41,0.01,,,6.55,0.1,0.03
"PERIDOTITE",40.69,0.01,0.01,,8.54,0.14,0.05
"PERIDOTITE",40.97,,0.02,,7,0.11,0.05
"PERIDOTITE",40.98,,0.02,,7.23,0.12,0.05
"PERIDOTITE",41.04,0.01,0.02,,7.87,0.12,0.05
"PERIDOTITE",57.98,0.02,0.98,,4.41,0.11,0.41
"PERIDOTITE",57.52,0.01,1.41,,4.5,0.13,0.61
"PERIDOTITE",54.39,0.06,1.57,,2.64,0.07,19.59
"PERIDOTITE",57.02,0.04,1.7,,4.23,0.11,0.7
"PERIDOTITE",57.15,0.03,1.96,,3.92,0.12,0.72
"PERIDOTITE",0.08,0.5,14.05,,20.45,0.31,0.01
"PERIDOTITE",0.08,0.26,14.98,,15.68,0.3,0.01
"PERIDOTITE",0.07,0.28,15.27,,15.43,0.29,
"PERIDOTITE",42.03,0.06,21.12,,5.56,0.35,5.15
"PERIDOTITE",54.66,0.07,3.34,,2.37,0.09,17.95
"PERIDOTITE",54.94,0.08,3.38,,2.27,0.09,18.08
"PERIDOTITE",54.88,0.11,3.5,,2.75,0.11,17.47
"PERIDOTITE",54.94,0.08,3.67,,2.09,0.09,17.61
"PERIDOTITE",40.92,0.01,0.03,,8.86,0.12,0.06
"PERIDOTITE",40.79,0.01,0.04,,9.23,0.13,0.05
"PERIDOTITE",54.43,0.12,5.61,,3.2,0.11,15.35
"PERIDOTITE",41.15,0.03,0.01,,7.89,0.12,0.03
"PERIDOTITE",40.93,0.01,0.02,,8.45,0.12,0.05
"PERIDOTITE",41.04,0.01,0.09,,7.89,0.12,0.06
"PERIDOTITE",57.68,0.01,1.65,,4.7,0.13,0.76
"PERIDOTITE",57.18,0.02,1.94,,4.96,0.11,0.74
"PERIDOTITE",0.11,0.21,12.98,,17.59,0.3,
"PERIDOTITE",0.08,0.23,15.16,,16.78,0.25,
"PERIDOTITE",0.1,0.28,15.31,,17.32,0.29,0.01
"PERIDOTITE",41.11,0.09,19.37,,6.53,0.38,4.82
"PERIDOTITE",57.04,0.02,2.02,,4.84,0.12,0.79
"PERIDOTITE",54.76,0.07,4.09,,2.72,0.11,16.04
"PERIDOTITE",54.86,0.07,4.22,,2.8,0.09,15.68
"PERIDOTITE",41.65,,19.81,,,0.54,5.86
"PERIDOTITE",54.1,0.15,2.64,,,0.2,19
"PERIDOTITE",42.1,0.6,21.44,,,0.28,4.8
"PERIDOTITE",53.59,0.17,3.23,,,,15.52
"PERIDOTITE",40.44,0.04,,,,0.13,0.06
"PERIDOTITE",54.54,0.4,1.23,,,,17.31
"PERIDOTITE",56.84,0.11,1.38,,,,1.25
"PERIDOTITE",42.4,0.67,19.53,,,0.41,5.14
"PERIDOTITE",41.54,0.04,,,,0.18,0.09
"PERIDOTITE",57.29,,1.32,,,,1.1
"PERIDOTITE",42.24,,18.47,,,0.34,5.3
"PERIDOTITE",41.68,0.08,,,,,0.16
"PERIDOTITE",57.31,0.26,1.57,,,0.05,1.21
"PERIDOTITE",41.82,0.7,19.57,,,,4.97
"PERIDOTITE",40.75,0.07,,,,0.2,0.01
"PERIDOTITE",56.84,0.18,0.61,,,0.17,0.61
"PERIDOTITE",55.27,0.26,2.14,,,0.19,18.19
"PERIDOTITE",42.07,0.12,20.2,,,0.44,5.43
"PERIDOTITE",40.39,0.03,,,,,0.1
"PERIDOTITE",56.61,,1.55,,,0.09,1.25
"PERIDOTITE",40.99,0.5,18.58,,,0.28,5.71
"PERIDOTITE",53.73,0.22,2.79,,,0.13,16.76
"PERIDOTITE",40.06,,,,,0.19,0.03
"PERIDOTITE",56.19,0.01,1.41,,,0.1,1.36
"PERIDOTITE",41.99,0.23,18.96,,,0.51,6.53
"PERIDOTITE",53.79,0.06,2.03,,,,17.2
"PERIDOTITE",42.12,0.06,,,,0.24,0.26
"PERIDOTITE",57.17,0.08,1.31,,,0.23,1.33
"PERIDOTITE",54.5,0.22,1.47,,,,17.37
"PERIDOTITE",41.81,0.36,19.62,,,0.34,5.67
"PERIDOTITE",39.88,0.06,,,,0.18,0.09
"PERIDOTITE",41.35,1.08,15.83,,,0.37,6.58
"PERIDOTITE",0.7,4.06,8.49,,,,
"PERIDOTITE",,,,4.61,17.47,,
"PERIDOTITE",40.55,0.01,,,,0.19,0.03
"PERIDOTITE",40.24,0.81,16.48,,,0.35,6.19
"PERIDOTITE",0.81,3.65,9.24,,,,
"PERIDOTITE",,,,4.72,17.77,,
"PERIDOTITE",40.99,0.09,,,,,
"PERIDOTITE",41.2,0.08,,,,0.18,
"PERIDOTITE",57.59,,0.72,,,,0.41
"PERIDOTITE",57.97,0.06,0.82,,,0.16,0.28
"PERIDOTITE",0.49,0.4,13.77,,,,
"PERIDOTITE",54.82,0.09,2.78,,,0.12,19.85
"PERIDOTITE",54.06,0.17,2.85,,,0.07,18.77
"PERIDOTITE",41.28,0.05,20.73,,,0.37,5.9
"PERIDOTITE",41.57,0.04,21.46,,,0.35,5.96
"PERIDOTITE",0.62,0.82,9.37,,,,
"PERIDOTITE",,,,3.79,17.39,,
"PERIDOTITE",,,,4.21,15.67,,
"PERIDOTITE",41.61,0.13,,,,,
"PERIDOTITE",41.85,0.16,,,,,0.02
"PERIDOTITE",58.54,,0.67,,,0.15,0.31
"PERIDOTITE",58.44,0.12,0.87,,,0.09,0.33
"PERIDOTITE",55.21,0.08,1.88,,,,20.55
"PERIDOTITE",0.6,0.23,13.37,,,,
"PERIDOTITE",57.54,0.07,2.27,,,0.16,0.99
"PERIDOTITE",55.94,0.17,2.37,,,,20.67
"PERIDOTITE",41.16,0.01,20.45,,,0.44,5.75
"PERIDOTITE",41.5,0.04,21.21,,,0.41,5.29
"PERIDOTITE",55.65,0.11,3.68,,,,18.63
"PERIDOTITE",0.71,1.3,6.89,,,,
"PERIDOTITE",,,,3.67,16.06,,
"PERIDOTITE",,,,3.9,16.78,,
"PERIDOTITE",41.01,,,,,0.07,
"PERIDOTITE",57.18,,0.89,,,0.12,0.24
"PERIDOTITE",55.38,0.16,1.83,,,0.12,20.01
"PERIDOTITE",41.85,0.26,20.96,,,0.23,6.3
"PERIDOTITE",0.47,1.6,5.33,,,,
"PERIDOTITE",,,,4.91,17.72,,
"PERIDOTITE",40.6,0.04,,,,0.11,0.11
"PERIDOTITE",57.27,,1.2,,,0.09,1.37
"PERIDOTITE",56.03,,1.26,,,0.04,18.61
"PERIDOTITE",42.05,0.09,19.46,,,0.27,6.03
"PERIDOTITE",41.46,0.01,,,,,0.07
"PERIDOTITE",57.52,0.14,1.13,,,0.1,1.14
"PERIDOTITE",40.54,0.75,14.99,,,0.35,6.79
"PERIDOTITE",55.42,0.35,2.2,,,,15.84
"PERIDOTITE",0.04,0.07,52.26,,7.89,0.1,
"PERIDOTITE",,,,2.67,,,
"PERIDOTITE",54.02,0.17,4,,2.3,0.08,20.68
"PERIDOTITE",53.29,0.16,4.33,,2.22,0.05,20.44
"PERIDOTITE",56.85,0.03,2.94,,5.53,0.09,0.71
"PERIDOTITE",55.6,0.08,3.43,,5.68,0.08,0.52
"PERIDOTITE",40.62,,,,8.63,0.12,0.1
"PERIDOTITE",0.06,0.03,62.44,,9.25,0.11,
"PERIDOTITE",,,,1.02,,,
"PERIDOTITE",54.82,0.06,3.88,,6.75,0.11,0.63
"PERIDOTITE",53.49,0.49,6.13,,2.84,0.06,18.87
"PERIDOTITE",53.24,0.52,6.37,,2.91,0.09,18.96
"PERIDOTITE",40.82,,,,10.82,0.12,0.05
"PERIDOTITE",53.25,0.55,5.61,,2.73,0.05,19.75
"PERIDOTITE",0.02,0.16,53.02,,7.49,,
"PERIDOTITE",,,,3.66,,,
"PERIDOTITE",40.65,,,,9.52,0.12,0.11
"PERIDOTITE",56.08,0.14,3.63,,6.35,0.12,0.67
"PERIDOTITE",55.36,0.1,4.13,,5.63,0.09,0.64
"PERIDOTITE",0.04,0.07,60.11,,8.32,0.06,
"PERIDOTITE",,,,2.56,,,
"PERIDOTITE",53.03,0.37,5.61,,2.86,0.07,20.23
"PERIDOTITE",52.34,0.48,5.78,,2.94,0.02,19.93
"PERIDOTITE",55.06,0.14,4.33,,6.42,0.14,0.79
"PERIDOTITE",54.88,0.11,4.58,,6.62,0.11,0.62
"PERIDOTITE",40.56,,,,9.9,0.17,0.01
"PERIDOTITE",0.05,0.18,57.55,,8.75,0.11,
"PERIDOTITE",,,,2.7,,,
"PERIDOTITE",52.55,0.49,5.76,,3.03,0.03,19.42
"PERIDOTITE",55.79,0.12,4.08,,6.44,0.07,0.72
"PERIDOTITE",55.29,0.12,4.36,,6.55,0.12,0.7
"PERIDOTITE",40.49,,,,10.18,0.09,0.06
"PERIDOTITE",54.67,0.13,5.12,,6.51,0.14,0.75
"PERIDOTITE",51.4,0.54,6.65,,3.1,0.07,19.97
"PERIDOTITE",0.06,0.11,57.5,,7.29,0.05,
"PERIDOTITE",,,,4.25,,,
"PERIDOTITE",47.51,2.35,8.09,,8.27,0.12,18.46
"PERIDOTITE",0.02,1.24,52.1,,17.2,0.1,
"PERIDOTITE",,,,12.74,,,
"PERIDOTITE",38.22,,,,22.42,0.21,0.07
"PERIDOTITE",38.31,,,,20.3,0.19,0.19
"PERIDOTITE",38.34,,,,21.47,0.21,0.05
"PERIDOTITE",0.1,0.39,54.49,,17.54,0.22,
"PERIDOTITE",,,,8.74,,,
"PERIDOTITE",49.17,1.16,6.53,,6.17,0.11,21.04
"PERIDOTITE",49.72,1.11,7.2,,6.29,0.15,20.73
"PERIDOTITE",53.5,0.22,4.21,,13.49,0.24,0.67
"PERIDOTITE",52.91,0.22,4.32,,13.12,0.26,1.01
"PERIDOTITE",52.05,0.28,4.9,,13.34,0.21,0.78
"PYROXENITE",55.35,0.03,3.53,,4.36,0.04,13.44
"PYROXENITE",56.66,0.04,4.72,,5.62,0.06,17.67
"ECLOGITE",57.54,0.05,11.04,,,0.04,12.32
"ECLOGITE",58.07,0.16,19.55,,,,0.01
"ECLOGITE",38.84,0.02,21.82,,,0.81,6.2
"ECLOGITE",38.52,0.04,21.84,,,1.49,5.82
"ECLOGITE",40.08,0.05,22.83,,,0.21,4.1
"ECLOGITE",38.56,0.12,30,,,0.01,17.04
"ECLOGITE",40.18,0.14,32.29,,,,23.58
"ECLOGITE",38.1,0.1,21.7,,26.8,0.8,5.5
"ECLOGITE",40.4,0.2,22.8,,19.9,0.1,4
"ECLOGITE",56.3,0.2,10.7,,3.5,,12.4
"ECLOGITE",57.4,,12.2,,4.6,0.1,10.5
"ECLOGITE",57.19,0.09,12.35,,2.8,0.01,11.87
"ECLOGITE",57,0.1,13.1,,5,,8.9
"ECLOGITE",38.5,0.2,21.2,,27.2,1,5.8
"ECLOGITE",38.3,,21.3,,31.8,1,3.8
"ECLOGITE",38.9,,22.4,,24.7,0.6,4.3
"ECLOGITE",42.6,0.51,17.13,,16.88,0.03,8.76
"ECLOGITE",39.88,0.22,20.29,,27.26,1.16,9.07
"ECLOGITE",39.14,0.1,21.38,,24.29,0.59,4.81
"ECLOGITE",56.75,0.07,11.83,,4.44,,10.09
"ECLOGITE",57.58,0.08,15.06,,3.68,0.08,7.66
"ECLOGITE",37.99,0.07,21.23,,29.88,0.82,6.92
"ECLOGITE",55.8,0.05,9.08,,8.58,0.06,10.68
"PYROXENITE",41.35,0.02,23.21,,13.22,0.62,5.41
"PYROXENITE",41.38,0.06,23.42,,13.18,0.48,5.32
"PYROXENITE",55.11,0.07,3.76,,7.6,0.06,0.22
"PYROXENITE",0.33,0.03,57.38,,12.24,0.04,0.04
"PYROXENITE",53.09,,6.15,,8.11,,0.96
"PYROXENITE",51.09,0.36,7.12,,2.59,,21.5
"PYROXENITE",51.1,0.28,7.12,,3.32,0.14,19.53
"PYROXENITE",56.36,0.09,9.55,,4.1,0.06,13.42
"PYROXENITE",54.93,0.11,5.69,,4.14,0.08,14.31
"PYROXENITE",55.71,0.03,8.08,,4.15,0.06,14.4
"PYROXENITE",56.24,0.09,9,,4.22,0.1,13.53
"ECLOGITE",56.67,0.06,11.31,,,0.02,12.2
"ECLOGITE",39.12,0.73,21,,,2.09,5.97
"ECLOGITE",39.84,0.06,22.54,,,0.78,4.97
"ECLOGITE",40.74,0.11,22.95,,,0.37,7.31
"ECLOGITE",0.18,,0.01,,,,55.5
"ECLOGITE",0.23,0.03,0.01,,,0.33,54.88
"ECLOGITE",38.08,0.06,20.79,,,1.44,6.89
"ECLOGITE",37.78,,21.49,,,0.5,8.73
"ECLOGITE",39.66,0.26,32.6,,,,23.98
"ECLOGITE",56.82,0.08,8.99,,,0.07,12.05
"ECLOGITE",57.19,0.02,12.87,,,0.02,10.22
"ECLOGITE",38.01,0.06,20.92,,,3.43,8.31
"ECLOGITE",38.35,0.05,21.44,,,0.65,6.2
"ECLOGITE",39.93,,22.48,,,0.48,5.08
"ECLOGITE",40.23,0.19,33.44,,,,24.18
"PYROXENITE",56.91,0.03,13.2,,,0.02,9.84
"PYROXENITE",69.05,0.1,20.3,,,,10.11
"PYROXENITE",38.21,,21.59,,,0.79,5.36
"PYROXENITE",39.65,0.11,32.8,,,,23.45
"PYROXENITE",58.3,0.06,15.43,,,0.09,5.42
"PYROXENITE",57.15,0.14,19.66,,,0.01,
"PYROXENITE",37.9,0.09,20.72,,,1.38,4.81
"PYROXENITE",38.77,,21.61,,,0.1,3.8
"PYROXENITE",58.2,0.09,16.59,,,0.14,3.78
"ECLOGITE",29.62,0.05,20.16,,4.46,0.06,0.02
"ECLOGITE",56.48,0.17,11.9,,3.02,,11.82
"ECLOGITE",57.52,0.03,13.62,,4.73,0.14,9.08
"ECLOGITE",39.43,0.05,21.86,,25.33,0.85,5.36
"ECLOGITE",39.81,0.12,22.58,,20.7,0.67,8.11
"ECLOGITE",56.42,0.09,11.19,,1.41,0.02,14.82
